<TICKER>,<PER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
SiU9,D,20190730,63926,64178,63651,64099,1448781,2501670
SiU9,D,20190731,64081,64126,63778,63904,999101,2466460
SiU9,D,20190801,63900,64574,63514,64260,2401299,2439776
SiU9,D,20190802,64297,65845,64243,65633,3354335,2208912
SiU9,D,20190805,65600,65884,65241,65461,1968731,2095358
SiU9,D,20190806,65456,66003,65375,65695,1754214,2017402
SiU9,D,20190807,65675,66089,65322,65943,2209075,2038544
SiU9,D,20190808,65966,66029,65408,65481,1445225,2048946
SiU9,D,20190809,65510,65895,65400,65821,1719739,2115704
SiU9,D,20190812,65841,66032,65527,65846,1508030,2213164
SiU9,D,20190813,65835,66212,65199,65385,2897439,2084664
SiU9,D,20190814,65344,66400,65100,66226,2854746,2027990
SiU9,D,20190815,66240,66904,65985,66496,2820534,1948632
SiU9,D,20190816,66480,66783,66133,66740,1744665,1883032
SiU9,D,20190819,66761,67307,66514,67096,2073961,1822104
SiU9,D,20190820,67102,67375,66818,66841,1790759,1829160
SiU9,D,20190821,66865,66872,66032,66075,1714413,1811090
SiU9,D,20190822,66075,66189,65689,65938,1784777,1648616
SiU9,D,20190823,65974,66358,65732,66270,2382709,1612292
SiU9,D,20190826,66270,66444,66044,66220,1785173,1628302
SiU9,D,20190827,66249,66785,66214,66739,1632208,1816832
SiU9,D,20190828,66773,67183,66488,66782,2101291,1641084
SiU9,D,20190829,66777,67118,66686,66705,1562675,1616434
SiU9,D,20190830,66721,66997,66450,66934,2005872,1684516
SiU9,D,20190902,66934,66979,66707,66875,1043567,1661122
SiU9,D,20190903,66898,67245,66898,67177,1631679,1672134
SiU9,D,20190904,67190,67294,66232,66240,2000220,1637852
SiU9,D,20190905,66262,66368,66004,66239,1344381,1515286
SiU9,D,20190906,66233,66409,65680,65824,1808588,1460128
SiU9,D,20190909,65840,65919,65439,65578,1182116,1417720
SiU9,D,20190910,65581,65666,65396,65430,1293380,1401058
SiU9,D,20190911,65451,65621,65316,65593,1418230,1381430
SiU9,D,20190912,65562,65730,64760,64928,2621054,1543680
SiU9,D,20190913,64884,64932,64180,64254,1434344,1577160
SiU9,D,20190916,64256,64404,63675,64001,1637287,1409860
