close_siu9,close_sih9,close_sim9,close_siz9,return_siu9,return_sih9,return_sim9,return_siz9,alpha_siu9,alpha_sih9,alpha_sim9,alpha_siz9
68680.0,64300.0,69790.0,68811.0,0.004387247733255384,-0.007716049382716084,0.021815519765739477,-0.0024210617878164253,-0.08371725874802498,0.3805842341527145,-0.416282741251975,0.11941576584728554
68419.0,63845.0,70300.0,68295.0,-0.0038002329644729604,-0.007076205287713799,0.007307637197306205,-0.007498801063783422,0.10340635294937693,0.19254729601164347,-0.5,0.2040463510389796
68607.0,64500.0,68700.0,68110.0,0.002747774740934572,0.010259221552196829,-0.022759601706970112,-0.0027088366644703044,-0.10562679803274751,-0.3943732019672525,0.4468197338022123,0.05318026619778771
68817.0,64008.0,69780.0,68028.0,0.003060912151821249,-0.007627906976744203,0.015720524017467152,-0.0012039348113346282,-0.08148770211796913,0.43184123763631654,-0.41851229788203087,0.06815876236368344
69870.0,63100.0,68983.0,68000.0,0.015301451676184685,-0.014185726784151975,-0.011421610776726876,-0.00041159522549538696,-0.5,0.27260393231003016,0.21948653448822886,0.00790953320174096
70362.0,63300.0,69700.0,68300.0,0.007041648776298759,0.0031695721077653616,0.010393865155183146,0.004411764705882337,-0.1407381138425199,-0.06334874321425986,-0.2077372819839578,-0.08817586095926243
70300.0,63540.0,69320.0,68465.0,-0.0008811574429379299,0.0037914691943128354,-0.005451936872309937,0.0024158125915081374,0.06956768674804133,-0.30540495221060576,0.4304323132519587,-0.19459504778939427
69800.0,63951.0,69488.0,68428.0,-0.007112375533428139,0.006468366383380442,0.0024235429890362425,-0.0005404221134885923,0.46469120585552626,-0.36372201472530524,-0.13627798527469476,0.03530879414447377
69420.0,64275.0,69960.0,68090.0,-0.005444126074498512,0.005066378946380734,0.00679253971908822,-0.0049394984509265605,0.2621496020569776,-0.21361049389490805,-0.28638950610509195,0.23785039794302237
68547.0,64600.0,70275.0,68178.0,-0.012575626620570435,0.005056398288603603,0.004502572898799295,0.0012924071082391908,0.5,-0.23298414960955935,-0.20746548392878014,-0.05955036646166051
68498.0,64088.0,69740.0,68130.0,-0.0007148379943687777,-0.007925696594427212,-0.007612949128424029,-0.000704039426207892,0.021077311477703087,0.2336926368134992,0.22447114074482385,0.02075891096397385
68736.0,64090.0,69225.0,68500.0,0.0034745540015765908,3.12070902508399e-05,-0.007384571264697493,0.0054307940701598945,-0.19440119478901724,-0.0017460357870101265,0.5,-0.30385276942397266
68400.0,63920.0,69788.0,68528.0,-0.004888268156424624,-0.0026525198938992522,0.008132899963885887,0.0004087591240875543,0.3241218373863905,0.1758781626136095,-0.47607261540892665,-0.02392738459107333
68142.0,63810.0,70300.0,68521.0,-0.0037719298245614263,-0.001720901126407992,0.007336504843239444,-0.00010214802708385928,0.33708167978441944,0.15378977590070983,-0.5,0.009128544314870757
68837.0,63988.0,70288.0,68211.0,0.010199289718529014,0.002789531421407254,-0.0001706970128022567,-0.004524160476350292,-0.39261799083404186,-0.10738200916595812,0.018179147417855764,0.48182085258214424
69704.0,63688.0,69488.0,67800.0,0.012594970727951571,-0.004688379071075777,-0.011381743683132273,-0.006025421119760788,-0.5,0.10609331677504534,0.2575574457015587,0.13634923752339598
69300.0,63990.0,70138.0,68005.0,-0.005795937105474547,0.004741866599673461,0.009354133087727368,0.0030235988200590924,0.5,-0.13849234249293804,-0.27319954622917336,-0.0883081112778886
70000.0,64138.0,70288.0,67670.0,0.010101010101010166,0.0023128613845913026,0.0021386409649548632,-0.0049261083743842304,-0.347053820958044,-0.07946605070600313,-0.0734801283359529,0.5
69381.0,64320.0,71740.0,66940.0,-0.008842857142857152,0.0028376313573856837,0.02065786478488496,-0.010787645928772016,0.22523256562989522,-0.06038670858881149,-0.4396132914111885,0.2747674343701048
68964.0,64181.0,71720.0,66605.0,-0.006010291001859347,-0.002161069651741343,-0.00027878449958185225,-0.005004481625336177,0.2233540588229177,0.08030953542284973,0.010360172161258006,0.18597623359297458
68741.0,64008.0,72800.0,66137.0,-0.003233571138565039,-0.002695501784017118,0.015058561070830923,-0.00702649951204859,0.12479460691067491,0.1040286640215116,-0.5,0.2711767290678135
69051.0,64997.0,72039.0,66993.0,0.00450968126736595,0.01545119360079994,-0.010453296703296755,0.012942830790631632,-0.06852847083745094,-0.23479412563777186,0.5,-0.19667740352477722
69263.0,65349.0,71000.0,66365.0,0.0030701944939248715,0.0054156345677491835,-0.014422743236302549,-0.009374113713373045,-0.18090126914005938,-0.3190987308599406,0.30303882707710195,0.19696117292289803
68651.0,65660.0,70588.0,66583.0,-0.008835886403996351,0.004759062877779385,-0.005802816901408492,0.003284864009643673,0.3017988075738239,-0.29581713909038226,0.19820119242617612,-0.20418286090961774
68876.0,65400.0,70240.0,67205.0,0.0032774467961136367,-0.003959792872372803,-0.004930016433388085,0.009341723863448559,-0.12985983328588024,0.2227152875937804,0.2772847124062196,-0.37014016671411976
68901.0,65560.0,70293.0,67426.0,0.0003629711365351618,0.0024464831804280607,0.0007545558086561321,0.0032884458001636308,-0.026484747984255545,-0.17851141305578824,-0.05505732665985108,-0.23994651230010514
68751.0,64820.0,69588.0,68000.0,-0.002177036617755923,-0.011287370347773051,-0.010029448166958277,0.0085130365141044,0.04633204311253119,0.24021962943333425,0.21344832745413456,-0.5
68769.0,64680.0,68753.0,67690.0,0.00026181437360905946,-0.002159827213822907,-0.011999195263551199,-0.004558823529411726,-0.5,0.057694331202423045,0.32052820765811135,0.12177746113946561
69220.0,64888.0,68438.0,67800.0,0.006558187555439243,0.0032158317872603703,-0.004581618256657927,0.0016250553996159933,-0.287663152654573,-0.1410567024059668,0.5,-0.07128014493946022
69151.0,64688.0,68535.0,67578.0,-0.0009968217278243374,-0.0030822340032055084,0.0014173412431690569,-0.0032743362831858525,0.06777972165072019,0.20957906210133248,-0.5,0.22264121624794733
69263.0,64700.0,67860.0,67728.0,0.0016196439675493224,0.00018550581251552956,-0.009848982271831952,0.002219657284915133,-0.20120765311235816,-0.023045304969972775,0.5,-0.2757470419176691
70005.0,64254.0,67766.0,67500.0,0.010712790378701431,-0.006893353941267333,-0.0013852048334807021,-0.0033664068036853845,-0.5,0.29598000504329036,0.05947655337196161,0.144543441584748
70560.0,64988.0,67943.0,67228.0,0.007928005142489924,0.01142341332835306,0.0026119292860726784,-0.004029629629629605,-0.18048262109754215,-0.26005628683714976,-0.059461092065308044,0.5
70930.0,64827.0,67588.0,67155.0,0.005243764172335519,-0.0024773804394657706,-0.005224967987872198,-0.001085857083358177,-0.5,0.1409491639931807,0.29727160917623496,0.06177922683058435
70577.0,64870.0,67400.0,66577.0,-0.00497673762864792,0.0006633038703010019,-0.002781558856601807,-0.008606954061499472,0.15205198400205677,-0.5,0.08498369299803775,0.26296432299990546
71288.0,64688.0,67256.0,66740.0,0.010074103461467532,-0.002805611222444937,-0.002136498516320473,0.002448292954023268,-0.4022434335733609,0.28384752370409805,0.21615247629590195,-0.09775656642663912
71558.0,64488.0,67288.0,66540.0,0.0037874537088991023,-0.0030917635419243084,0.0004757939812061185,-0.0029967036260113433,-0.44419817756420626,0.25390327784034006,-0.055801822435793715,0.24609672215965994
71845.0,64150.0,67720.0,66496.0,0.004010732552614638,-0.00524128520034739,0.0064201640708596575,-0.0006612563871355448,-0.19225253098514333,0.44398545293286706,-0.30774746901485667,0.056014547067132936
72000.0,63550.0,68997.0,66400.0,0.0021574222284084232,-0.009353078721745955,0.01885705847607788,-0.0014436958614052475,-0.051331799694385095,0.4331422615945788,-0.4486682003056149,0.06685773840542121
72252.0,63215.0,68612.0,66094.0,0.0035000000000000586,-0.005271439811172285,-0.005579952751568862,-0.004608433734939799,-0.5,0.17048832598989253,0.18046621754106915,0.14904545646903833
71344.0,63618.0,68783.0,66115.0,-0.012567126169517828,0.006375069208257589,0.002492275403719546,0.0003177292946410226,0.5,-0.3470341813833493,-0.1356698611822697,-0.017295957434381008
70075.0,63750.0,68638.0,66164.0,-0.017787059878896616,0.002074884466660487,-0.0021080790311559516,0.0007411328745368095,0.4470202484967123,-0.3684076153057887,0.052979751503287736,-0.1315923846942113
69200.0,63739.0,68600.0,65910.0,-0.01248662147698898,-0.0001725490196078372,-0.0005536291849995711,-0.0038389456502024855,0.3661391028900531,0.005059570626065471,0.016233798189770585,0.11256752829411087
68979.0,63988.0,68383.0,65840.0,-0.0031936416184971117,0.0039065564254223695,-0.0031632653061224314,-0.0010620543164922003,0.21523509253557843,-0.5,0.21318788461876442,0.07157702284565715
69528.0,64688.0,68292.0,66300.0,0.007958944026442927,0.010939551165843664,-0.0013307400962226934,0.00698663426488455,-0.15373583585146033,-0.21130957030645645,0.5,-0.13495459384208322
69347.0,65088.0,67592.0,66763.0,-0.0026032677482452637,0.006183527083848617,-0.010250102501024982,0.00698340874811465,0.1012679047502372,-0.23481268393660185,0.3987320952497628,-0.2651873160633981
69271.0,64920.0,67188.0,66809.0,-0.0010959378199489889,-0.002581120943952797,-0.005977038702805082,0.0006890043886584873,0.05676024215253893,0.1336800748518468,0.30955968299561426,-0.5
69120.0,64638.0,67260.0,66532.0,-0.002179844379321838,-0.004343807763401153,0.001071619932130785,-0.004146147974075309,0.10215019754165491,0.20355619204910674,-0.5,0.19429361040923834
68670.0,64309.0,67738.0,66591.0,-0.00651041666666663,-0.00508988520684428,0.007106749925661626,0.0008867913184633647,0.2806141054627662,0.21938589453723378,-0.4445307598109205,-0.05546924018907948
68788.0,64438.0,67538.0,67503.0,0.00171836318625318,0.0020059400705967345,-0.0029525524816204074,0.013695544442942742,-0.049321992243182275,-0.057576280377600854,0.5,-0.3931017273792169
68490.0,64320.0,67070.0,67175.0,-0.004332150956562142,-0.0018312176045190975,-0.006929432319583095,-0.00485904330177922,0.12066033195628098,0.05100360681355461,0.19300057000160192,0.13533549122856248
68524.0,64195.0,67388.0,67228.0,0.0004964228354504829,-0.001943407960198984,0.004741315043983896,0.000788983997022763,-0.0411851455589576,0.5,-0.3933577109726455,-0.06545714346839693
68665.0,63776.0,67488.0,67250.0,0.0020576732239798723,-0.006526988083184082,0.0014839437288538537,0.00032724460046407167,-0.26592748223646334,0.5,-0.19178041245608127,-0.04229210530745538
68300.0,63804.0,67438.0,66910.0,-0.005315663001529192,0.00043903662819877454,-0.0007408724513987552,-0.005055762081784376,0.2391792959522661,-0.5,0.03333570078934784,0.22748500325838605
67892.0,64350.0,67793.0,67262.0,-0.005973645680819928,0.008557457212713837,0.00526409442747422,0.005260798086982543,0.5,-0.22422440986209402,-0.13793098079475205,-0.13784460934315396
68250.0,64768.0,67431.0,67319.0,0.005273080775349159,0.006495726495726606,-0.005339784343516341,0.0008474324284142298,-0.2089798902426656,-0.25743512530081336,0.5,-0.03358498445652102
68238.0,64656.0,67436.0,66954.0,-0.00017582417582417964,-0.0017292490118576698,7.414987172071896e-05,-0.005421946255886101,0.011998342380442808,0.1180049421989522,-0.5,0.36999671542060497
68188.0,65188.0,67685.0,66420.0,-0.000732729564172474,0.008228161346201412,0.0036923898214602513,-0.007975625056008573,0.04207049414790831,-0.3451250378641447,-0.15487496213585528,0.4579295058520917
67965.0,64900.0,67505.0,66332.0,-0.0032703701531061613,-0.004417991041295921,-0.0026593780010342183,-0.0013249021379102555,0.1400869803033922,0.189245557844502,0.11391500539971497,0.05675245645239083
67480.0,66449.0,67734.0,66610.0,-0.00713602589568163,0.02386748844375952,0.0033923413080512166,0.00419103901585971,0.5,-0.3794408450219637,-0.05393080447333039,-0.06662835050470592
67638.0,67800.0,67588.0,66306.0,0.0023414344991108393,0.020331381962106265,-0.0021554905955649684,-0.004563879297402762,-0.051635281022893005,-0.448364718977107,0.1603938040247519,0.3396061959752481
67644.0,69300.0,67888.0,66275.0,8.870753126943853e-05,0.022123893805309658,0.004438657749896491,-0.0004675293336953157,-0.0016642277759112314,-0.4150628256159316,-0.08327294660815718,0.5
67600.0,69600.0,68300.0,66182.0,-0.0006504641949027778,0.0043290043290042934,0.006068819231675793,-0.0014032440588457318,0.15836333951415077,-0.20816877223107774,-0.29183122776892223,0.34163666048584923
67759.0,68125.0,69230.0,66535.0,0.0023520710059170558,-0.021192528735632155,0.01361639824304528,0.005333776555559,-0.05520711354804281,0.5,-0.3196000639555864,-0.12519282249637084
67900.0,69285.0,69538.0,66305.0,0.002080904381705828,0.017027522935779915,0.004448938321536922,-0.003456827233786708,-0.04416674626510062,-0.3614054983205317,-0.09442775541436764,0.5
67738.0,68338.0,70010.0,66220.0,-0.002385861561119307,-0.013668182146207686,0.006787655670281056,-0.001281954603725155,0.06881234983733986,0.3942138751102054,-0.5,0.03697377505245475
67688.0,69040.0,69040.0,66465.0,-0.0007381381204051296,0.010272469197225575,-0.013855163548064597,0.0036997885835095,0.02529030568866914,-0.3676023359442036,0.47470969431133087,-0.13239766405579642
67538.0,68707.0,68221.0,66890.0,-0.002216050112279877,-0.0048232908458863966,-0.011862688296639612,0.00639434288723395,0.05861937050267873,0.1275865882140687,0.31379404128325256,-0.5
67550.0,68930.0,67555.0,66931.0,0.00017767775178412215,0.0032456663804270036,-0.00976238987994904,0.0006129466287936314,-0.022010028799299468,-0.4020605269303068,0.5,-0.0759294442703937
