<TICKER>,<PER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
SiZ9,D,20191128,64236,64370,64131,64261,1238319,2758010
SiZ9,D,20191129,64254,64488,64163,64455,1464042,2805932
SiZ9,D,20191202,64444,64638,64320,64341,1399976,2604086
SiZ9,D,20191203,64360,64416,64194,64355,1477659,2610088
SiZ9,D,20191204,64375,64438,63951,64025,1755275,2614900
SiZ9,D,20191205,64020,64127,63857,63966,1094021,2580924
SiZ9,D,20191206,63960,63960,63694,63767,1094994,2660614
SiZ9,D,20191209,63751,63894,63683,63759,913537,2550082
SiZ9,D,20191210,63761,63770,63546,63582,1176050,2632332
SiZ9,D,20191211,63596,63690,63520,63677,899368,2517400
SiZ9,D,20191212,63675,63675,62733,62785,2045222,2497622
SiZ9,D,20191213,62800,63035,62185,62891,2616124,2169356
SiZ9,D,20191216,62850,62886,62383,62451,1000788,2301678
SiZ9,D,20191217,62405,62761,62405,62506,1216920,2115052
SiZ9,D,20191218,62483,62646,62340,62553,1166894,1834702
SiZ9,D,20191219,62585,62727,62410,62420,611195,
