date,AFKS,AFLT,AKRN,ALRS,AMEZ,APTK,BANE,BANEP,BLNG,BSPB,CHMF,CHMK,DIOD,DVEC,FEES,FESH,GAZP,GCHE,GMKN,HYDR,IRAO,IRKT,ISKJ,KMAZ,KUBE,LKOH,LNZL,LNZLP,LSNG,LSNGP,LSRG,MAGN,MGNT,MRKC,MRKK,MRKP,MRKS,MRKU,MRKV,MRKY,MRKZ,MSNG,MSRS,MSTT,MTLR,MTLRP,MTSS,MVID,NKNC,NKNCP,NLMK,NMTP,NVTK,OGKB,PHOR,PIKK,PLZL,PMSBP,RASP,RBCM,ROSN,ROST,RTKM,RTKMP,RUGR,SBER,SBERP,SELG,SIBN,SNGS,SNGSP,STSBP,SVAV,TATN,TATNP,TGKA,TGKB,TGKN
2012-01-03,24.04,50.99,1362.9,30.99,7.975,39.31,1380.0,1095.0,9.842,75.0,389.0,2680.0,16.642,0.993,0.30901,8.59,177.5,559.9,5015.0,1.0005,0.03487,6.063,10.076,36.64,72.17,1731.0,4539.9,1590.3,10.287,23.14,476.3,12.949,2860.0,0.6288,52.72,0.14977,0.10999,0.2022,0.0844,0.069,0.08398,1.7466,1.63,189.37,283.0,206.5,185.96,183.99,22.55,16.361,67.37,3.1362,399.39,0.779,8500.0,77.49,1030.0,63.54,101.69,13.85,218.0,134.0,153.5,96.7,50.02,82.41,61.3,10.499,150.18,26.138,16.739,0.4774,313.6,172.01,92.48,0.0096,0.00261,0.00164
2012-01-04,23.999,52.27,1334.5,31.0,7.71,39.46,1375.6,1117.0,9.846,74.5,395.6,2689.0,16.631,1.0157,0.31149,8.495,176.91,549.1,5001.0,1.0115,0.03463,6.059,10.3,37.0,71.0,1722.1,4550.0,1612.0,10.241,22.5,478.1,12.85,2864.0,0.6244,52.67,0.145,0.1148,0.2034,0.08283,0.06844,0.08499,1.7544,1.63,185.98,282.1,203.93,187.01,183.0,22.75,16.41,66.8,3.1365,395.43,0.799,8203.0,77.0,1027.0,63.0,101.42,13.82,222.4,132.6,153.77,97.1,60.0,83.52,61.3,10.59,148.7,26.13,16.65,0.4698,315.0,173.24,92.0,0.00959,0.00261,0.00166
2012-01-05,24.045,50.88,1315.0,29.995,7.7,43.9,1374.9,1119.9,9.949,73.99,397.0,2680.0,17.15,1.038,0.31014,8.46,177.2,540.0,4856.0,1.0008,0.03461,6.0,10.081,36.61,71.54,1723.2,4599.0,1595.0,10.249,22.5,480.3,12.719,2850.2,0.63,52.19,0.14195,0.11004,0.2,0.0839,0.06871,0.083,1.7465,1.6225,179.02,287.9,203.0,189.24,184.0,22.784,16.725,66.37,3.205,393.01,0.81,8100.0,75.52,1017.5,62.85,100.7,13.81,218.82,125.6,153.32,98.0,61.99,82.55,60.63,10.477,148.93,25.841,16.529,0.4829,312.2,168.91,91.91,0.00959,0.00265,0.00165
2012-01-06,24.4,50.51,1325.8,30.093,7.695,48.27,1380.0,1132.6,9.95,73.99,404.1,2716.0,17.0,1.0487,0.3116,8.498,176.2,555.2,4852.0,1.003,0.03419,6.039,10.158,36.8,71.2,1738.4,4600.0,1614.0,10.39,22.549,476.5,12.827,2865.1,0.6273,52.62,0.14571,0.1175,0.20399,0.08344,0.06888,0.08397,1.7373,1.6162,182.97,296.8,203.0,198.5,184.0,22.8,16.9,67.6,3.2949,394.64,0.8166,8400.0,74.71,1031.0,,101.2,13.936,221.19,135.5,154.01,98.65,60.93,83.2,60.92,10.554,149.0,26.0,16.566,0.483,308.1,170.0,91.82,0.0095,0.00267,0.00168
2012-01-09,24.47,50.58,1319.9,30.07,7.798,50.49,1370.0,1141.0,9.944,75.0,409.7,2850.0,20.4,1.03,0.31317,8.315,177.27,588.8,4929.0,1.0079,0.034,6.0,10.186,36.82,71.0,1754.3,4600.0,1615.0,10.4,22.898,474.6,12.856,2911.6,0.6298,52.97,0.1469,0.116,0.20444,0.085,0.069,0.08486,1.7404,1.5999,180.01,292.7,200.0,199.6,184.29,23.0,16.899,68.35,3.2,395.97,0.826,8102.0,73.71,1054.7,63.75,101.98,15.1,222.22,133.0,154.0,98.0,60.39,83.88,61.98,10.3,148.5,25.92,16.584,0.51,312.0,172.2,92.11,0.00948,0.00272,0.00168
2012-01-10,25.0,50.62,1357.0,30.44,7.987,48.32,1381.0,1145.0,9.88,74.85,408.5,2925.0,19.288,1.14,0.32554,8.533,179.61,594.7,5219.0,1.0375,0.0342,6.1,10.19,37.2,72.5,1783.7,4789.5,1620.0,10.55,22.826,477.6,13.33,2964.3,0.6535,53.65,0.14951,0.11999,0.20777,0.08546,0.07076,0.08498,1.7599,1.5777,182.97,303.1,204.85,203.5,193.99,22.996,17.241,69.88,3.12,401.13,0.8232,8385.0,75.0,1054.8,64.0,102.87,15.249,227.11,133.0,153.5,97.81,53.08,86.81,64.15,10.552,150.52,26.35,16.715,0.5,315.8,174.0,92.12,0.00942,0.00273,0.00171
2012-01-11,24.839,50.65,1351.7,30.112,8.15,48.42,1375.6,1146.9,9.851,75.0,408.0,2895.0,18.225,1.1305,0.3165,8.4,178.1,609.0,5240.0,1.0341,0.03301,6.001,10.255,37.22,71.55,1782.0,4729.9,1638.3,10.237,22.85,475.5,13.162,3080.1,0.6512,52.51,0.14944,0.11715,0.20001,0.08291,0.07048,0.08484,1.7354,1.5549,181.98,300.5,205.0,198.73,193.5,22.799,17.1,70.17,3.12,395.4,0.8,8290.0,74.41,1063.1,65.22,102.4,14.88,227.5,131.5,150.12,97.5,54.98,84.85,62.84,9.676,149.5,26.288,16.73,0.5099,321.9,169.9,91.35,0.00941,0.0027,0.0017
2012-01-12,24.865,50.38,1354.0,30.699,8.101,47.98,1375.0,1145.0,9.905,75.77,416.6,2900.0,18.122,1.1335,0.3125,8.457,177.74,601.0,5350.0,1.0379,0.03226,6.119,10.547,38.25,73.5,1761.1,4598.0,1598.0,10.298,23.14,478.0,13.287,3075.0,0.6483,58.0,0.1455,0.11749,0.20745,0.0843,0.07049,0.0853,1.7299,1.52,181.19,307.7,212.0,204.05,194.24,22.6,17.125,71.45,3.075,391.51,0.8058,8200.0,74.35,1067.5,65.25,106.37,14.69,226.0,130.7,153.85,99.0,54.94,84.3,62.62,10.0,149.0,26.301,16.9,0.4707,326.5,168.61,92.0,0.0094,0.00275,0.00171
2012-01-13,25.243,50.19,1329.9,30.4,8.1,46.94,1389.0,1154.9,9.922,77.05,413.7,2875.0,18.2,1.135,0.31469,8.482,178.84,600.0,5340.0,1.0272,0.0318,6.057,10.704,37.65,73.65,1751.2,4600.0,1629.8,10.25,22.999,493.0,13.096,3065.0,0.6405,57.01,0.14517,0.11805,0.20776,0.0835,0.07,0.085,1.72,1.5001,181.36,303.2,212.35,207.5,192.5,22.75,17.354,70.5,3.0168,389.71,0.7884,8120.0,73.05,1053.7,66.0,111.5,14.625,226.0,129.9,153.84,99.0,60.45,83.6,62.51,11.0,146.18,26.05,17.115,0.4602,318.8,167.5,92.44,0.0092,0.00276,0.0017
2012-01-16,25.475,49.74,1333.9,30.15,8.194,46.55,1405.0,1190.0,9.921,76.49,418.3,2875.0,17.842,1.1275,0.32028,8.4,178.5,596.3,5341.0,1.024,0.03175,6.008,10.714,37.37,75.24,1768.2,4575.0,1621.5,10.23,23.03,503.0,13.0,3054.0,0.636,56.19,0.14444,0.121,0.21096,0.08181,0.06994,0.08499,1.701,1.5099,180.25,300.8,213.99,207.05,194.25,22.65,17.324,69.95,3.03,388.75,0.7778,8251.0,72.7,1051.8,65.99,118.0,14.45,227.52,131.5,152.5,95.44,53.97,83.95,62.52,10.562,145.73,25.997,17.041,0.466,316.0,168.0,92.51,0.00898,0.00275,0.0017
2012-01-17,25.598,50.15,1335.2,29.9,8.275,47.7,1425.0,1215.1,10.159,81.75,433.3,2915.0,17.9,1.1199,0.32337,8.445,181.8,582.5,5477.0,1.053,0.03245,6.08,10.788,39.96,75.25,1795.0,4610.0,1630.0,10.851,23.19,519.5,13.276,3141.0,0.65,56.5,0.14533,0.12,0.2115,0.08351,0.06999,0.08492,1.7119,1.52,181.0,314.4,219.86,212.0,200.0,22.65,17.45,71.5,2.9951,392.3,0.7886,8300.0,73.05,1056.6,65.01,120.05,14.9,230.05,130.0,153.36,95.68,54.96,84.66,63.25,10.3,147.63,26.26,17.301,0.4582,320.9,169.5,94.88,0.009,0.00279,0.00172
2012-01-18,25.443,50.16,1340.0,29.8,8.324,47.22,1454.9,1225.9,10.16,84.49,433.9,2970.0,17.524,1.105,0.32303,8.4,182.9,564.9,5471.0,1.05,0.03292,6.1,10.83,39.8,75.0,1808.0,4543.8,1662.1,10.774,23.25,517.5,13.263,3200.0,0.65,57.0,0.143,0.125,0.21222,0.08254,0.06987,0.08451,1.7543,1.5166,182.0,314.0,224.75,208.48,206.7,22.649,17.747,71.5,2.9999,392.5,0.7889,8165.0,72.18,1053.5,63.42,118.89,14.9,230.94,130.0,153.65,95.9,,84.7,63.24,10.889,148.5,26.8,17.9,0.457,320.0,171.82,96.78,0.00902,0.00282,0.0017
2012-01-19,25.523,50.43,1381.2,29.85,8.293,47.21,1465.0,1236.9,10.175,88.0,431.1,2873.0,17.442,1.13,0.3222,8.5,185.5,584.0,5474.0,1.058,0.03291,6.1,10.842,39.79,74.38,1820.0,4575.0,1670.7,10.89,23.666,542.9,13.65,3250.0,0.644,59.39,0.141,0.138,0.21001,0.08541,0.07288,0.08599,1.7663,1.5378,182.51,323.7,227.99,212.0,208.99,23.0,18.1,74.3,3.0152,390.0,0.784,8200.0,72.35,1051.7,66.0,115.5,14.999,232.0,128.0,152.08,95.45,50.04,85.7,64.09,10.8,150.82,27.655,17.697,0.4599,320.0,174.57,96.25,0.00905,0.00274,0.0017
2012-01-20,25.546,50.15,1379.0,30.2,8.242,46.71,1489.2,1225.0,10.059,87.75,431.6,2882.0,17.2,1.12,0.31837,8.377,183.48,570.0,5451.0,1.0498,0.0325,6.147,10.584,39.2,73.51,1806.0,4575.6,1670.0,10.888,23.451,537.7,13.6,3066.0,0.6331,57.99,0.14091,0.13131,0.208,0.083,0.071,0.085,1.7484,1.5101,182.5,323.0,227.99,209.98,207.5,23.879,18.7,72.84,2.9699,387.27,0.7716,8500.0,72.38,1040.4,66.99,112.49,14.95,230.31,129.9,148.4,94.95,,85.13,63.73,10.458,150.6,27.4,17.7,0.4144,319.0,176.97,96.47,0.00897,0.00274,0.00169
2012-01-23,25.899,50.5,1380.0,30.12,8.3,46.9,1494.0,1214.0,10.26,88.4,430.1,2835.0,17.185,1.13,0.32161,8.402,184.34,577.0,5569.0,1.052,0.03277,6.147,10.564,39.38,74.97,1815.4,4564.9,1689.6,10.777,23.979,547.2,13.836,3175.0,0.63,57.91,0.14296,0.13015,0.21222,0.0838,0.07488,0.085,1.7497,1.506,184.98,324.9,229.4,212.5,208.99,23.9,18.7,73.3,2.973,389.8,0.7705,8350.0,81.5,1040.0,66.12,114.73,15.13,233.9,130.0,148.7,95.0,54.82,85.02,63.9,10.35,150.06,27.811,18.0,0.412,313.0,177.69,96.14,0.0091,0.00273,0.00169
2012-01-24,25.55,49.91,1405.6,30.05,8.21,46.18,1495.0,1210.9,10.277,87.85,423.6,2864.0,17.01,1.22,0.31809,8.68,183.28,582.0,5555.0,1.05,0.0326,6.108,10.903,38.79,74.8,1783.0,4574.9,1655.0,10.602,24.184,546.0,13.75,3185.0,0.6213,59.48,0.14136,0.13525,0.2249,0.0835,0.07459,0.08452,1.7327,1.5474,184.49,327.9,228.93,210.3,209.5,23.531,18.65,71.35,2.9739,386.5,0.7589,8390.0,80.0,1034.2,66.0,112.4,15.499,228.31,129.3,147.7,93.0,53.52,85.04,64.38,10.498,150.25,28.005,18.5,0.4,309.4,175.0,97.14,0.009,0.00274,0.00172
2012-01-25,25.5,50.05,1415.0,29.94,8.2,44.88,1510.0,1214.9,10.29,86.88,424.5,2888.0,16.901,1.21,0.3125,8.8,185.7,573.3,5663.0,1.061,0.03249,6.132,12.248,39.3,74.4,1780.0,4542.6,1647.5,10.908,24.2,572.5,13.899,3183.0,0.6175,61.2,0.1433,0.13499,0.2224,0.086,0.07578,0.08586,1.7399,1.5155,186.0,333.0,230.29,214.2,209.75,24.242,18.7,72.23,2.9381,386.75,0.7538,8698.0,78.98,1034.7,65.05,112.79,15.47,227.45,128.8,148.0,93.0,52.69,87.05,64.86,10.05,150.34,28.2,18.54,0.4015,314.0,173.6,98.06,0.00907,0.0027,0.00169
2012-01-26,26.815,50.45,1420.0,29.996,8.4,44.35,1519.9,1213.0,10.29,90.19,436.3,2971.0,16.904,1.2409,0.3141,9.1,185.25,574.8,5771.0,1.093,0.03275,6.355,11.635,39.4,75.99,1768.0,4570.0,1644.9,11.03,24.806,591.0,14.085,3239.0,0.6344,65.0,0.145,0.14021,0.22119,0.0885,0.077,0.08799,1.789,1.53,195.99,354.4,237.01,219.51,209.89,24.778,18.549,74.07,2.895,387.55,0.7588,8702.0,76.95,1022.8,67.5,114.21,15.45,228.9,128.5,148.58,93.39,53.29,90.4,66.71,10.059,150.42,28.261,18.65,0.4038,333.0,176.24,98.88,0.00908,0.00274,0.00171
2012-01-27,26.7,50.1,1386.0,29.92,8.252,43.89,1505.0,1180.0,10.339,90.75,428.0,2895.0,16.867,1.257,0.30698,8.732,182.5,570.0,5800.0,1.123,0.03227,6.288,11.96,39.1,73.55,1765.0,4600.0,1639.0,10.899,24.54,579.6,13.89,3293.9,0.6418,63.29,0.1435,0.14301,0.2236,0.09021,0.07669,0.08969,1.77,1.54,195.0,336.6,233.74,216.79,211.56,24.751,17.95,75.63,2.9087,388.56,0.7446,8650.0,75.8,1025.0,65.04,112.08,15.0,227.19,127.9,148.0,90.0,52.69,90.8,66.06,9.901,150.77,27.565,18.19,0.4227,360.1,173.53,99.27,0.0093,0.00274,0.0017
2012-01-30,25.9,50.05,1363.1,29.679,8.27,45.98,1495.0,1193.9,10.101,90.3,427.0,2842.0,16.65,1.205,0.30743,8.922,181.75,562.2,5701.0,1.1041,0.03221,6.192,11.988,43.99,73.3,1769.1,4580.0,1629.0,10.685,23.8,567.4,13.63,3257.0,0.6329,62.0,0.14333,0.147,0.23187,0.08849,0.07547,0.08957,1.7642,1.5446,192.19,324.4,228.0,215.0,211.33,24.5,18.0,72.8,2.88,388.64,0.7386,8420.0,72.77,1022.0,,107.0,15.219,224.0,127.5,146.76,89.47,52.57,88.92,65.0,9.85,148.55,27.517,18.148,0.424,348.0,170.24,98.0,0.00936,0.0027,0.00167
2012-01-31,25.767,50.01,1399.0,29.8,8.27,46.98,1550.0,1210.0,10.261,94.75,438.7,2822.0,16.9,1.2408,0.316,9.001,183.8,565.8,5814.0,1.1503,0.0329,6.46,13.386,44.45,75.0,1766.3,4579.9,1635.0,10.959,24.098,605.0,13.915,3261.3,0.6624,65.07,0.15028,0.1592,0.23694,0.092,0.07999,0.09344,1.8019,1.54,193.03,336.0,232.0,213.37,218.48,24.673,17.945,74.1,2.877,391.71,0.7592,8601.0,73.66,1022.9,64.99,106.28,15.41,224.83,127.0,149.0,89.26,50.0,90.17,66.0,9.947,148.57,28.407,18.75,0.418,358.6,177.55,99.0,0.00952,0.00274,0.0017
2012-02-01,25.904,50.47,1402.0,30.05,8.4,46.5,1569.9,1214.0,10.28,93.7,439.6,2872.0,17.1,1.2826,0.334,9.621,185.54,585.0,5893.0,1.17,0.03445,6.712,13.691,42.87,77.42,1784.0,4560.0,1640.0,11.079,24.295,621.3,14.164,3380.0,0.677,67.19,0.15699,0.16284,0.23187,0.09321,0.08348,0.0951,1.88,1.557,195.9,339.7,236.81,214.21,226.88,24.726,17.994,74.99,2.91,400.1,0.8099,8680.0,77.0,1026.3,66.97,110.11,15.6,227.39,127.4,152.0,89.4,50.05,92.75,67.4,10.7,150.02,28.814,18.638,0.4103,363.5,177.5,99.45,0.0098,0.0028,0.00174
2012-02-02,25.95,50.73,1395.8,32.425,8.44,46.14,1512.0,1209.8,10.551,92.31,430.6,2850.0,16.85,1.3077,0.33356,9.952,187.35,582.0,5773.0,1.1697,0.03395,6.587,13.683,42.48,78.0,1797.5,4560.0,1635.1,10.9,25.05,619.8,14.17,3427.3,0.693,67.0,0.15898,0.15515,0.2271,0.0935,0.0822,0.095,1.8831,1.565,194.75,339.8,238.0,213.13,224.49,25.0,17.93,75.3,2.9,399.54,0.8151,8800.0,79.0,1027.6,65.01,111.97,15.205,230.25,127.4,151.91,89.59,50.02,92.62,67.62,10.5,149.75,28.806,18.6,0.414,357.7,178.42,99.0,0.01014,0.00282,0.00176
2012-02-03,26.298,51.15,1425.0,31.85,8.575,46.44,1550.0,1225.0,11.221,91.9,435.5,2959.0,18.0,1.325,0.3479,10.3,189.7,590.0,5852.0,1.173,0.03391,6.68,13.385,42.85,78.25,1814.9,4693.9,1682.0,10.955,25.2,619.5,14.936,3380.0,0.7404,70.51,0.167,0.15903,0.2315,0.098,0.08497,0.09909,1.9598,1.5291,196.95,345.8,243.74,214.57,224.0,25.655,17.975,77.77,2.88,404.7,0.8525,8800.0,80.1,1386.6,65.49,112.96,15.735,233.91,127.8,154.65,89.4,47.03,94.52,69.0,10.99,149.3,29.35,18.7,0.4088,363.3,179.84,98.67,0.01071,0.00284,0.0018
2012-02-06,26.052,51.12,1419.1,31.6,8.89,46.7,1537.0,1228.5,11.15,91.0,433.8,3223.0,17.692,1.26,0.356,10.355,189.8,585.0,5846.0,1.1711,0.0352,6.57,12.67,43.25,78.8,1812.0,5045.0,1756.8,10.967,25.477,614.9,14.839,3380.0,0.7455,70.29,0.164,0.1598,0.23,0.09662,0.08379,0.09909,1.9795,1.529,193.01,359.5,248.0,212.66,224.99,26.489,18.439,78.75,2.9099,405.1,0.8728,8926.0,83.5,1496.0,65.5,111.7,15.709,229.89,127.4,153.8,89.45,50.0,93.8,69.1,11.483,148.67,29.5,18.9,0.4047,359.3,179.06,98.61,0.01089,0.00294,0.0018
2012-02-07,25.6,50.5,1413.0,33.17,8.79,45.9,1580.0,1243.8,11.075,91.2,433.1,3273.0,17.423,1.2679,0.35185,10.4,188.2,582.0,5881.0,1.1553,0.03533,6.463,12.2,42.86,77.5,1793.5,4830.0,1672.9,11.063,25.4,602.2,14.63,3350.0,0.7513,69.0,0.1625,0.15978,0.23489,0.098,0.083,0.0968,1.9599,1.517,191.5,351.2,244.9,219.3,229.5,26.3,18.401,77.14,2.911,400.86,0.8589,9200.0,82.3,1375.7,66.84,112.98,15.44,223.94,138.8,152.41,89.01,50.0,93.46,68.37,10.934,148.92,29.3,19.09,0.395,356.9,177.97,98.44,0.01114,0.00307,0.00177
2012-02-08,26.0,50.5,1400.0,33.8,8.947,45.47,1635.0,1272.0,11.184,91.21,437.5,3273.0,17.222,1.21,0.35337,10.899,188.77,588.5,5941.0,1.1567,0.03605,6.806,12.232,43.64,78.28,1817.1,5009.7,1699.9,11.072,25.251,614.5,14.81,3417.4,0.77,69.28,0.163,0.15147,0.23097,0.09805,0.08315,0.09699,1.9705,1.52,191.01,351.2,244.97,217.0,235.24,26.773,18.555,77.96,2.93,392.2,0.8843,9300.0,87.2,1341.1,65.0,111.19,15.36,216.7,179.5,152.63,89.05,,95.17,71.4,11.2,149.48,29.34,19.27,0.3752,365.9,177.24,99.1,0.01198,0.00328,0.00181
2012-02-09,25.85,50.65,1380.0,32.849,8.76,45.62,1648.0,1258.3,11.196,90.34,451.5,3287.0,17.091,1.1596,0.3414,11.126,188.79,582.2,5747.0,1.1241,0.03645,7.329,12.2,43.46,77.44,1806.0,4940.0,1702.5,11.076,25.242,618.2,14.713,3290.0,0.75,68.45,0.16249,0.1539,0.22752,0.09695,0.08012,0.09608,1.9044,1.5003,190.0,341.9,242.0,217.1,239.59,26.7,18.5,77.4,2.868,390.0,0.879,9350.0,84.69,1390.0,65.51,108.07,15.35,212.1,161.8,149.99,87.8,55.45,95.28,72.35,11.497,150.8,29.038,18.823,0.395,365.1,176.27,98.8,0.01138,0.00335,0.0018
2012-02-10,25.517,50.45,1383.0,32.2,8.351,44.24,1704.0,1256.0,10.857,87.2,430.5,3197.0,17.0,1.1723,0.3278,10.331,188.16,572.0,5623.0,1.0885,0.03515,7.198,12.129,42.45,77.3,1810.6,4887.9,1670.5,10.96,25.202,623.4,14.3,3321.1,0.72,66.6,0.16049,0.14808,0.22977,0.09501,0.07961,0.09719,1.8794,1.502,192.5,328.9,235.0,217.84,233.99,27.1,18.423,73.84,2.8708,382.77,0.8421,9200.0,83.2,1371.9,64.95,108.0,15.15,211.61,143.8,149.48,87.8,,93.94,71.05,11.0,152.15,27.975,18.402,0.3789,367.4,173.9,97.0,0.01108,0.0033,0.00175
2012-02-13,25.98,51.07,1392.1,33.3,8.503,45.69,1752.0,1269.2,11.238,88.48,445.5,3245.0,17.135,1.18,0.33158,10.537,192.0,573.0,5829.0,1.1143,0.03693,7.304,12.945,44.1,77.98,1842.7,4997.0,1689.9,11.228,26.0,651.3,14.91,3405.0,0.735,69.25,0.164,0.1575,0.22911,0.097,0.082,0.09948,1.8839,1.53,194.46,335.1,241.67,218.17,231.0,27.495,18.65,75.6,2.915,390.07,0.8781,9657.0,84.38,1365.4,64.12,117.35,15.437,216.17,144.4,151.52,88.81,47.49,96.19,73.39,,152.99,28.52,18.85,0.3776,381.9,174.94,98.0,0.0112,0.00336,0.0018
2012-02-14,26.1,53.31,1395.2,33.475,8.53,45.39,1749.0,1267.7,11.408,88.0,446.2,3257.0,17.0,1.1929,0.3305,10.53,191.51,564.9,5746.0,1.119,0.03587,7.049,12.999,50.03,78.19,1865.0,4997.3,1702.0,11.0,25.98,674.0,14.919,3490.9,0.7199,69.07,0.1638,0.1585,0.22777,0.09766,0.0809,0.09888,1.8796,1.53,195.18,337.5,241.69,217.51,225.5,28.289,18.5,74.96,2.9001,394.69,0.872,9871.0,83.66,1335.9,64.96,116.5,15.48,215.02,142.0,150.51,87.92,46.0,96.36,73.45,10.801,154.64,28.65,18.936,0.3702,391.6,176.5,98.39,0.01107,0.00327,0.00178
2012-02-15,26.879,53.76,1395.0,33.57,8.7,45.56,1727.2,1305.0,11.347,88.44,452.0,3300.0,16.948,1.2029,0.33498,10.8,191.7,564.7,5792.0,1.14,0.03629,7.1,12.81,48.5,78.97,1880.0,5029.0,1710.0,11.0,25.45,674.8,14.882,3560.0,0.7128,69.99,0.16487,0.16349,0.22946,0.09679,0.08107,0.0985,1.8877,1.55,196.78,332.7,243.0,222.0,229.0,28.45,18.474,75.36,2.92,398.97,0.8717,10013.0,85.5,1289.5,67.69,116.35,15.466,218.85,157.7,151.01,87.92,48.9,97.2,74.3,,154.45,29.217,19.23,0.3762,411.1,179.93,99.09,0.01118,0.00323,0.00177
2012-02-16,26.89,54.17,1393.0,33.2,8.81,45.3,1720.0,1305.0,11.152,86.5,443.8,3277.0,16.85,1.188,0.338,10.518,190.0,562.8,5676.0,1.143,0.03654,7.115,13.276,46.25,78.86,1879.9,5004.0,1765.0,10.997,25.354,692.0,14.68,3486.0,0.7114,68.52,0.16693,0.165,0.22718,0.098,0.0806,0.09402,1.865,1.55,197.0,317.9,239.99,218.94,226.5,27.615,18.45,73.74,2.8899,395.48,0.8577,,84.59,1261.0,66.02,117.6,15.248,219.47,155.0,151.8,87.85,43.7,96.24,73.12,,153.49,29.039,19.149,0.3775,410.0,180.9,99.0,0.011,0.00318,0.00177
2012-02-17,26.9,55.45,1398.6,33.251,8.801,45.36,1730.0,1307.9,11.4,87.0,438.7,3259.0,16.95,1.18,0.33564,10.6,189.7,558.0,5656.0,1.1401,0.03663,7.276,13.47,46.09,78.98,1875.1,5025.2,1765.1,11.018,25.262,677.0,14.733,3485.0,0.7116,68.2,0.165,0.157,0.22866,0.0981,0.08074,0.09485,1.876,1.5479,201.0,322.0,240.5,217.4,228.0,27.397,18.579,74.08,2.9002,390.09,0.857,,84.7,1364.6,65.96,115.0,18.612,218.39,156.0,150.52,88.28,48.5,96.76,74.37,11.4,154.5,28.74,19.245,0.4028,413.4,183.49,98.7,0.01086,0.00318,0.00175
2012-02-20,26.95,54.78,1400.0,33.45,8.723,46.5,1730.0,1310.0,11.75,87.99,440.0,3270.0,16.9,1.1621,0.33816,10.787,191.0,561.0,5762.0,1.1599,0.03691,7.01,14.157,46.82,77.89,1879.0,5209.0,1776.3,11.097,25.07,662.6,14.85,3498.1,0.7198,69.49,0.16941,0.157,0.2349,0.1,0.08059,0.09431,1.8896,1.5451,206.0,326.7,242.0,218.69,232.37,27.499,18.481,74.57,2.9097,395.0,0.862,,84.2,1363.9,65.58,117.0,21.996,219.36,167.0,151.5,88.26,47.11,97.5,74.87,11.199,153.8,29.101,19.289,0.3943,414.5,187.98,98.99,0.011,0.00318,0.00175
2012-02-21,26.448,52.6,1390.0,33.312,8.555,45.3,1730.8,1308.6,11.598,86.41,432.2,3247.0,16.85,1.17,0.33161,10.6,188.8,560.2,5646.0,1.1507,0.03549,7.0,13.891,46.4,78.49,1838.0,5120.0,1750.0,11.005,25.094,637.0,14.55,3505.0,0.73,68.06,0.1715,0.15858,0.24,0.098,0.0791,0.09365,1.88,1.544,204.21,325.2,239.0,219.0,232.99,27.5,18.485,73.11,2.883,388.78,0.852,,83.23,1339.9,,116.15,21.522,219.75,162.8,149.51,88.38,49.0,96.68,73.86,11.014,152.58,28.75,19.12,0.3859,415.0,187.71,100.0,0.01108,0.00308,0.0017
2012-02-22,27.0,50.99,1382.2,32.802,8.455,44.96,1728.0,1305.9,11.419,85.8,422.2,3222.0,16.62,1.17,0.3223,10.6,187.0,560.0,5532.0,1.1461,0.03429,6.886,13.68,46.49,77.97,1777.2,5100.0,1720.0,10.998,24.998,642.9,14.428,3499.9,0.719,67.39,0.17349,0.156,0.23295,0.09655,0.07798,0.0933,1.8636,1.525,205.0,320.9,236.76,216.88,233.0,26.994,18.626,71.61,2.8999,386.01,0.8408,,82.22,1328.6,64.0,114.61,21.295,217.14,165.1,146.36,87.0,49.8,96.09,73.57,11.001,151.89,28.611,19.176,0.3868,417.0,186.72,100.41,0.01097,0.0031,0.00167
2012-02-24,28.3,52.68,1388.9,32.9,8.71,45.51,1726.0,1332.9,11.44,88.42,431.5,3270.0,16.6,1.1631,0.33334,11.1,193.85,560.0,5730.0,1.1779,0.03531,7.069,14.194,47.55,76.8,1872.1,5163.8,1720.0,10.977,25.16,659.0,14.85,3622.0,0.74,67.0,0.17222,0.16057,0.23286,0.09731,0.0789,0.09485,1.87,1.58,202.35,329.2,240.0,224.9,245.0,28.0,18.8,72.95,2.88,402.0,0.86,,82.76,1317.3,65.63,116.5,21.829,225.69,170.0,148.28,87.73,49.96,99.02,75.84,12.0,155.13,30.577,20.354,0.396,422.0,191.22,101.81,0.01107,0.00311,0.00169
2012-02-27,27.98,51.09,1389.1,32.418,8.731,45.4,1755.0,1327.0,11.622,88.5,433.8,3206.0,16.551,1.15,0.34218,10.8,193.1,550.0,5755.0,1.1886,0.03571,7.265,14.229,47.22,76.26,1865.9,5175.6,1726.0,10.9,25.133,648.7,14.61,3630.0,0.7287,67.49,0.173,0.15744,0.2305,0.098,0.07678,0.095,1.8792,1.57,199.6,323.8,236.99,223.8,248.8,27.5,18.579,72.25,2.8599,397.79,0.8524,,82.64,1310.0,64.0,117.22,21.56,226.39,167.5,147.3,87.74,,99.72,75.9,11.205,155.62,30.225,20.163,0.3719,418.0,188.72,101.93,0.01091,0.00317,0.00166
